343909778008973312	464336224	0
352823276889837570	590337731	0
339867818843594756	246979971	0
349294537367236611	149749939	0
354256195432882177	54516759	0
352456944537178112	1267743056	1
332479707004170241	273421529	0
340660708364677120	135964180	1
340523019967545344	420499836	0
343142864148103168	1189576320	0
341588695440310272	441200014	0
344189055308816384	221310328	0
345005092166041600	1041578714	0
331692494251233280	473227126	0
342307173931565056	55270931	0
342843588536827904	17761090	0
341968749362044928	268327984	0
344708497079930881	1450306266	0
341459556766982144	511205578	0
329074106337206273	54576070	0
333267353099972609	39844213	0
348599627009896448	15556591	1
353079130692124672	278930750	1
341328695371378689	35604616	0
342167935994978304	326555108	0
353718423064297473	326807858	1
344965474938920960	29134516	1
326697058226552832	158119360	0
340331305743036416	490134701	0
353457544628408321	715523102	0
341233838262980610	138577744	0
341995227717988352	48551726	0
350283107980681217	184631461	0
343926042106425345	1061038268	0
351617714722316288	1236467078	1
340233616799965184	63626725	0
348304709448261633	457960041	0
347067892812103681	493123841	0
351389550024724482	324601283	0
348049441334366209	114526987	0
345081196281200640	744073868	0
352280820674863104	191275156	0
345236859217141760	160330173	0
344592304885100544	1428798511	0
344592303731654657	1497907717	0
344592303328997376	1497846240	0
340624255521804289	345964998	0
344592305619075072	1434642054	0
344592305476497408	1427620916	0
340510912131776514	221049630	0
344628044440416258	100287776	0
350826068942389249	45346787	0
341902297871314944	902562373	0
343330384886497280	173580066	0
340555995413614592	30111878	0
340556017152712704	297875114	0
340382619596365825	454200473	0
344592287583580161	1423443888	0
352324070982950912	1547167478	0
348345309191090176	104294620	0
340930113464053760	1463799655	0
327580098863702018	1216892089	0
349189784486424576	460617401	0
354302789393989632	52432231	0
331163351818330114	866911130	1
333037444360462336	1416938484	0
344629150499348480	387835254	0
332155628934017025	537455918	0
340384791625072640	118896438	0
342497737536831489	389725115	0
326393333066919936	20990898	0
343011228425273344	99207792	0
352961208841809921	14726357	0
333940911522344960	80959341	0
340331223828295680	1385735179	0
345382917784084480	1310331102	0
344592301936480256	1430256216	0
341691915831480320	571580879	0
340562746762489856	32400826	0
344592303303835649	1444404254	0
344592302884397056	1446814098	0
340460142325817345	30665678	0
349350801463971843	260548786	0
340451551766274049	600981465	1
342313735920160769	34106432	0
349620274334932994	566294953	0
341862903038763008	43338836	0
348111410108178433	18606951	0
341981313160593408	35434150	0
340271722446065664	918092521	0
352559539188547585	401554685	0
345284872354541569	456705802	0
341727325035040768	1272340308	0
340283349706874880	21277554	0
331046914051174400	1174143866	0
341646052174217216	293191460	0
352109463978778625	14822935	0
332391387901358081	1088116884	1
329968406700904450	160053364	0
328929171562692609	301842486	0
332343860858601473	302930537	0
348756057201451008	273912739	0
332115528632127489	866911130	1
332679101460647937	424611425	0
342742578514497536	65758417	0
349114543420616704	21572529	0
342275097945587713	39166405	0
341714392804626432	96914280	0
344154863434878976	474460494	0
348406908941639680	187517287	0
